duration,month,hour,day_of_week,user_type 
6.03,11,5,Monday,Subscriber
8.48,11,7,Monday,Subscriber
9.15,11,8,Monday,Subscriber
14.43,11,8,Monday,Subscriber
4.05,11,8,Monday,Subscriber
12.23,11,8,Monday,Subscriber
2.45,11,9,Monday,Subscriber
3.72,11,10,Monday,Subscriber
3.3,11,11,Monday,Subscriber
3.78,11,12,Monday,Subscriber
6.0,11,12,Monday,Subscriber
8.78,11,12,Monday,Subscriber
5.15,11,14,Monday,Subscriber
2.18,11,16,Monday,Subscriber
3.33,11,16,Monday,Subscriber
7.77,11,16,Monday,Subscriber
5.25,11,16,Monday,Subscriber
10.7,11,16,Monday,Subscriber
4.73,11,17,Monday,Subscriber
4.3,11,17,Monday,Subscriber
3.72,11,17,Monday,Subscriber
4.27,11,17,Monday,Subscriber
14.3,11,17,Monday,Subscriber
13.68,11,17,Monday,Subscriber
5.5,11,17,Monday,Subscriber
4.0,11,17,Monday,Subscriber
9.55,11,17,Monday,Customer
6.82,11,18,Monday,Subscriber
5.52,11,18,Monday,Subscriber
4.7,11,18,Monday,Subscriber
3.45,11,18,Monday,Subscriber
7.23,11,19,Monday,Subscriber
10.75,11,20,Monday,Subscriber
4.62,11,8,Tuesday,Subscriber
9.32,11,8,Tuesday,Subscriber
8.62,11,8,Tuesday,Subscriber
16.23,11,8,Tuesday,Subscriber
13.75,11,9,Tuesday,Subscriber
11.65,11,9,Tuesday,Subscriber
9.88,11,9,Tuesday,Subscriber
12.33,11,9,Tuesday,Subscriber
7.77,11,9,Tuesday,Subscriber
4.73,11,9,Tuesday,Subscriber
13.28,11,9,Tuesday,Subscriber
9.32,11,16,Tuesday,Subscriber
5.88,11,16,Tuesday,Subscriber
12.03,11,16,Tuesday,Subscriber
3.22,11,17,Tuesday,Subscriber
12.15,11,17,Tuesday,Subscriber
5.5,11,17,Tuesday,Subscriber
10.0,11,17,Tuesday,Subscriber
5.45,11,18,Tuesday,Customer
6.02,11,19,Tuesday,Subscriber
15.4,11,21,Tuesday,Subscriber
6.03,11,6,Wednesday,Subscriber
7.98,11,6,Wednesday,Subscriber
6.85,11,6,Wednesday,Subscriber
7.47,11,7,Wednesday,Subscriber
15.13,11,8,Wednesday,Subscriber
2.22,11,8,Wednesday,Subscriber
5.35,11,8,Wednesday,Subscriber
13.63,11,8,Wednesday,Subscriber
6.78,11,8,Wednesday,Subscriber
12.7,11,8,Wednesday,Subscriber
6.8,11,9,Wednesday,Subscriber
10.05,11,9,Wednesday,Subscriber
6.83,11,9,Wednesday,Subscriber
7.87,11,9,Wednesday,Subscriber
13.12,11,11,Wednesday,Subscriber
5.73,11,13,Wednesday,Subscriber
6.43,11,15,Wednesday,Subscriber
7.53,11,16,Wednesday,Subscriber
9.77,11,16,Wednesday,Subscriber
5.87,11,17,Wednesday,Subscriber
12.23,11,17,Wednesday,Subscriber
9.68,11,18,Wednesday,Subscriber
10.35,11,18,Wednesday,Subscriber
7.83,11,0,Thursday,Subscriber
11.42,11,7,Thursday,Subscriber
6.72,11,8,Thursday,Subscriber
4.75,11,8,Thursday,Subscriber
5.82,11,9,Thursday,Subscriber
10.55,11,9,Thursday,Subscriber
5.93,11,10,Thursday,Subscriber
6.48,11,11,Thursday,Subscriber
7.37,11,11,Thursday,Subscriber
17.98,11,13,Thursday,Subscriber
17.07,11,13,Thursday,Subscriber
2.97,11,13,Thursday,Subscriber
6.85,11,14,Thursday,Customer
7.95,11,15,Thursday,Subscriber
12.23,11,15,Thursday,Subscriber
4.03,11,15,Thursday,Subscriber
7.2,11,16,Thursday,Subscriber
4.57,11,16,Thursday,Subscriber
2.68,11,17,Thursday,Subscriber
13.42,11,17,Thursday,Subscriber
6.4,11,17,Thursday,Subscriber
8.75,11,17,Thursday,Subscriber
7.48,11,17,Thursday,Subscriber
10.23,11,17,Thursday,Subscriber
11.95,11,18,Thursday,Subscriber
2.37,11,18,Thursday,Subscriber
12.62,11,19,Thursday,Subscriber
10.2,11,19,Thursday,Subscriber
3.75,11,21,Thursday,Subscriber
21.43,11,0,Friday,Customer
4.73,11,7,Friday,Subscriber
6.68,11,7,Friday,Subscriber
8.32,11,8,Friday,Subscriber
15.22,11,8,Friday,Subscriber
4.98,11,8,Friday,Subscriber
14.18,11,9,Friday,Subscriber
9.13,11,9,Friday,Subscriber
4.92,11,10,Friday,Subscriber
5.82,11,10,Friday,Subscriber
7.33,11,10,Friday,Subscriber
19.92,11,12,Friday,Customer
5.7,11,12,Friday,Subscriber
12.88,11,14,Friday,Subscriber
16.42,11,14,Friday,Customer
5.18,11,14,Friday,Subscriber
4.32,11,14,Friday,Subscriber
6.82,11,17,Friday,Subscriber
7.45,11,17,Friday,Subscriber
31.88,11,17,Friday,Subscriber
10.38,11,18,Friday,Subscriber
2.35,11,19,Friday,Subscriber
5.68,11,20,Friday,Subscriber
11.05,11,9,Saturday,Subscriber
5.48,11,11,Saturday,Subscriber
13.25,11,13,Saturday,Subscriber
148.9,11,14,Saturday,Customer
19.97,11,9,Sunday,Customer
11.3,11,14,Sunday,Subscriber
12.97,11,16,Sunday,Subscriber
20.97,11,16,Sunday,Subscriber
8.48,11,19,Sunday,Subscriber
11.6,11,19,Sunday,Subscriber
8.03,11,7,Monday,Subscriber
11.38,11,7,Monday,Subscriber
4.4,11,7,Monday,Subscriber
10.42,11,7,Monday,Subscriber
7.2,11,8,Monday,Subscriber
7.52,11,9,Monday,Subscriber
18.22,11,11,Monday,Subscriber
5.88,11,12,Monday,Subscriber
6.58,11,13,Monday,Subscriber
6.42,11,15,Monday,Subscriber
7.45,11,16,Monday,Subscriber
4.85,11,16,Monday,Subscriber
5.2,11,17,Monday,Subscriber
15.25,11,17,Monday,Subscriber
4.67,11,18,Monday,Subscriber
4.13,11,5,Tuesday,Subscriber
10.53,11,6,Tuesday,Subscriber
12.45,11,6,Tuesday,Subscriber
9.37,11,8,Tuesday,Subscriber
8.92,11,8,Tuesday,Subscriber
3.92,11,9,Tuesday,Subscriber
11.45,11,13,Tuesday,Subscriber
7.83,11,15,Tuesday,Subscriber
12.12,11,16,Tuesday,Subscriber
14.33,11,16,Tuesday,Subscriber
18.27,11,16,Tuesday,Subscriber
5.43,11,16,Tuesday,Subscriber
10.43,11,16,Tuesday,Subscriber
7.78,11,17,Tuesday,Subscriber
5.82,11,17,Tuesday,Subscriber
9.85,11,17,Tuesday,Subscriber
5.15,11,17,Tuesday,Subscriber
11.25,11,18,Tuesday,Subscriber
10.08,11,18,Tuesday,Subscriber
9.95,11,19,Tuesday,Subscriber
16.67,11,3,Wednesday,Subscriber
5.63,11,8,Wednesday,Subscriber
6.03,11,8,Wednesday,Subscriber
4.87,11,9,Wednesday,Subscriber
9.48,11,9,Wednesday,Subscriber
10.7,11,10,Wednesday,Subscriber
10.78,11,14,Wednesday,Subscriber
11.03,11,14,Wednesday,Subscriber
33.3,11,14,Wednesday,Customer
10.3,11,15,Wednesday,Subscriber
10.43,11,16,Wednesday,Subscriber
6.95,11,16,Wednesday,Subscriber
7.4,11,17,Wednesday,Subscriber
10.5,11,17,Wednesday,Subscriber
3.73,11,19,Wednesday,Subscriber
9.22,11,22,Wednesday,Subscriber
49.25,11,10,Thursday,Customer
25.05,11,16,Thursday,Customer
4.62,11,0,Friday,Subscriber
19.28,11,13,Friday,Customer
15.15,11,13,Friday,Customer
1.52,11,17,Friday,Subscriber
4.17,11,23,Friday,Subscriber
1192.53,11,10,Saturday,Customer
7.45,11,16,Saturday,Subscriber
4.83,11,9,Sunday,Subscriber
5.68,11,13,Sunday,Subscriber
13.68,11,16,Sunday,Subscriber
7.88,11,6,Monday,Subscriber
12.87,11,7,Monday,Subscriber
10.03,11,7,Monday,Subscriber
4.53,11,8,Monday,Subscriber
5.68,11,8,Monday,Subscriber
12.92,11,9,Monday,Subscriber
13.92,11,9,Monday,Subscriber
10.9,11,9,Monday,Subscriber
10.22,11,9,Monday,Subscriber
9.95,11,9,Monday,Subscriber
5.47,11,10,Monday,Subscriber
11.3,11,10,Monday,Subscriber
4.07,11,13,Monday,Subscriber
6.12,11,17,Monday,Subscriber
13.15,11,17,Monday,Subscriber
7.85,11,17,Monday,Subscriber
4.6,11,17,Monday,Subscriber
5.03,11,17,Monday,Subscriber
4.23,11,17,Monday,Subscriber
9.93,11,18,Monday,Subscriber
8.35,11,20,Monday,Subscriber
10.85,12,7,Tuesday,Subscriber
4.67,12,8,Tuesday,Subscriber
6.83,12,8,Tuesday,Subscriber
4.48,12,8,Tuesday,Subscriber
2.88,12,8,Tuesday,Subscriber
14.1,12,8,Tuesday,Subscriber
7.27,12,8,Tuesday,Subscriber
2.88,12,8,Tuesday,Subscriber
6.48,12,8,Tuesday,Subscriber
8.52,12,9,Tuesday,Subscriber
5.32,12,9,Tuesday,Subscriber
5.05,12,10,Tuesday,Subscriber
12.0,12,11,Tuesday,Subscriber
7.62,12,13,Tuesday,Subscriber
11.58,12,13,Tuesday,Subscriber
5.18,12,15,Tuesday,Subscriber
9.72,12,16,Tuesday,Subscriber
5.77,12,16,Tuesday,Subscriber
7.9,12,17,Tuesday,Subscriber
10.18,12,17,Tuesday,Subscriber
7.37,12,17,Tuesday,Subscriber
15.68,12,17,Tuesday,Subscriber
7.63,12,17,Tuesday,Subscriber
13.48,12,17,Tuesday,Subscriber
4.28,12,18,Tuesday,Subscriber
6.03,12,18,Tuesday,Subscriber
10.22,12,18,Tuesday,Subscriber
5.33,12,8,Wednesday,Subscriber
8.32,12,8,Wednesday,Subscriber
7.28,12,8,Wednesday,Subscriber
10.92,12,9,Wednesday,Subscriber
2.72,12,9,Wednesday,Subscriber
21.38,12,13,Wednesday,Customer
9.95,12,16,Wednesday,Subscriber
7.9,12,16,Wednesday,Subscriber
7.45,12,16,Wednesday,Subscriber
5.33,12,17,Wednesday,Subscriber
20.05,12,17,Wednesday,Customer
7.5,12,17,Wednesday,Subscriber
11.47,12,17,Wednesday,Subscriber
9.87,12,17,Wednesday,Subscriber
9.07,12,18,Wednesday,Subscriber
3.47,12,18,Wednesday,Subscriber
3.57,12,22,Wednesday,Subscriber
9.28,12,6,Thursday,Subscriber
13.48,12,7,Thursday,Subscriber
12.4,12,7,Thursday,Subscriber
8.88,12,9,Thursday,Subscriber
6.17,12,10,Thursday,Subscriber
21.4,12,12,Thursday,Customer
13.58,12,16,Thursday,Subscriber
7.85,12,17,Thursday,Subscriber
9.15,12,17,Thursday,Subscriber
4.6,12,17,Thursday,Subscriber
6.1,12,18,Thursday,Subscriber
9.6,12,18,Thursday,Subscriber
3.52,12,19,Thursday,Subscriber
8.18,12,7,Friday,Subscriber
11.75,12,7,Friday,Subscriber
2.5,12,8,Friday,Subscriber
11.62,12,8,Friday,Subscriber
9.22,12,8,Friday,Subscriber
5.83,12,8,Friday,Subscriber
10.95,12,11,Friday,Subscriber
6.88,12,13,Friday,Subscriber
9.45,12,15,Friday,Subscriber
34.78,12,16,Friday,Customer
13.45,12,16,Friday,Subscriber
3.15,12,17,Friday,Subscriber
10.37,12,17,Friday,Subscriber
7.25,12,18,Friday,Subscriber
7.93,12,18,Friday,Subscriber
5.23,12,20,Friday,Subscriber
84.9,12,16,Saturday,Customer
11.93,12,19,Saturday,Customer
20.6,12,10,Sunday,Subscriber
20.23,12,13,Sunday,Customer
9.25,12,6,Monday,Subscriber
4.6,12,8,Monday,Subscriber
3.7,12,9,Monday,Subscriber
4.77,12,9,Monday,Subscriber
5.08,12,9,Monday,Subscriber
7.12,12,13,Monday,Subscriber
12.77,12,16,Monday,Subscriber
10.6,12,16,Monday,Subscriber
15.2,12,16,Monday,Subscriber
13.2,12,16,Monday,Subscriber
13.88,12,17,Monday,Subscriber
10.23,12,17,Monday,Subscriber
10.62,12,17,Monday,Subscriber
4.1,12,17,Monday,Subscriber
4.97,12,17,Monday,Subscriber
9.42,12,18,Monday,Subscriber
7.5,12,18,Monday,Subscriber
7.83,12,18,Monday,Subscriber
9.63,12,18,Monday,Subscriber
8.83,12,21,Monday,Subscriber
7.3,12,5,Tuesday,Subscriber
10.72,12,6,Tuesday,Subscriber
12.92,12,7,Tuesday,Subscriber
6.02,12,7,Tuesday,Subscriber
16.18,12,8,Tuesday,Subscriber
8.92,12,8,Tuesday,Subscriber
10.42,12,8,Tuesday,Subscriber
8.03,12,8,Tuesday,Subscriber
10.13,12,8,Tuesday,Subscriber
11.27,12,9,Tuesday,Subscriber
7.45,12,9,Tuesday,Subscriber
15.75,12,9,Tuesday,Subscriber
9.8,12,10,Tuesday,Subscriber
4.7,12,10,Tuesday,Subscriber
10.58,12,12,Tuesday,Subscriber
3.53,12,12,Tuesday,Subscriber
4.78,12,12,Tuesday,Subscriber
9.45,12,14,Tuesday,Subscriber
7.93,12,15,Tuesday,Subscriber
6.4,12,16,Tuesday,Subscriber
16.65,12,16,Tuesday,Subscriber
6.13,12,16,Tuesday,Subscriber
8.15,12,17,Tuesday,Subscriber
5.22,12,17,Tuesday,Subscriber
12.48,12,17,Tuesday,Subscriber
4.7,12,17,Tuesday,Subscriber
9.58,12,17,Tuesday,Subscriber
12.53,12,17,Tuesday,Subscriber
3.45,12,18,Tuesday,Subscriber
8.2,12,18,Tuesday,Subscriber
8.58,12,18,Tuesday,Subscriber
7.12,12,19,Tuesday,Subscriber
5.88,12,21,Tuesday,Subscriber
5.42,12,23,Tuesday,Subscriber
1.83,12,6,Wednesday,Subscriber
11.75,12,6,Wednesday,Subscriber
16.18,12,7,Wednesday,Subscriber
9.17,12,8,Wednesday,Subscriber
9.3,12,8,Wednesday,Subscriber
5.95,12,8,Wednesday,Subscriber
4.55,12,8,Wednesday,Subscriber
4.73,12,9,Wednesday,Subscriber
11.92,12,9,Wednesday,Subscriber
7.92,12,10,Wednesday,Subscriber
23.17,12,10,Wednesday,Customer
5.42,12,10,Wednesday,Subscriber
7.27,12,12,Wednesday,Subscriber
121.87,12,12,Wednesday,Customer
2.27,12,14,Wednesday,Subscriber
10.28,12,15,Wednesday,Subscriber
12.2,12,15,Wednesday,Subscriber
5.77,12,17,Wednesday,Subscriber
13.92,12,17,Wednesday,Subscriber
8.9,12,17,Wednesday,Subscriber
7.15,12,17,Wednesday,Subscriber
6.07,12,18,Wednesday,Subscriber
6.98,12,18,Wednesday,Subscriber
4.22,12,19,Wednesday,Subscriber
7.92,12,19,Wednesday,Subscriber
5.98,12,19,Wednesday,Subscriber
6.52,12,8,Thursday,Subscriber
5.52,12,8,Thursday,Subscriber
7.42,12,8,Thursday,Subscriber
9.63,12,9,Thursday,Subscriber
7.95,12,9,Thursday,Subscriber
12.47,12,10,Thursday,Subscriber
5.57,12,11,Thursday,Subscriber
5.68,12,12,Thursday,Subscriber
4.25,12,13,Thursday,Subscriber
9.18,12,14,Thursday,Subscriber
5.48,12,14,Thursday,Subscriber
6.73,12,16,Thursday,Subscriber
6.48,12,16,Thursday,Subscriber
13.17,12,16,Thursday,Subscriber
11.22,12,17,Thursday,Subscriber
6.02,12,17,Thursday,Subscriber
10.15,12,17,Thursday,Subscriber
6.15,12,17,Thursday,Subscriber
8.0,12,18,Thursday,Subscriber
5.38,12,18,Thursday,Subscriber
7.88,12,22,Thursday,Subscriber
13.77,12,7,Friday,Subscriber
6.13,12,8,Friday,Subscriber
6.07,12,8,Friday,Subscriber
10.72,12,9,Friday,Subscriber
4.5,12,13,Friday,Subscriber
6.98,12,14,Friday,Subscriber
10.0,12,16,Friday,Subscriber
7.13,12,16,Friday,Subscriber
8.48,12,16,Friday,Subscriber
9.4,12,17,Friday,Subscriber
9.47,12,17,Friday,Subscriber
5.77,12,17,Friday,Subscriber
4.15,12,18,Friday,Subscriber
8.68,12,18,Friday,Customer
8.28,12,19,Friday,Subscriber
4.93,12,21,Friday,Subscriber
18.9,12,10,Saturday,Subscriber
16.72,12,12,Saturday,Customer
9.53,12,12,Saturday,Subscriber
6.4,12,12,Saturday,Subscriber
17.57,12,16,Saturday,Subscriber
4.67,12,18,Saturday,Subscriber
4.77,12,19,Saturday,Subscriber
4.88,12,8,Sunday,Subscriber
7.73,12,16,Sunday,Subscriber
12.87,12,7,Monday,Subscriber
5.52,12,7,Monday,Subscriber
9.3,12,8,Monday,Subscriber
15.92,12,8,Monday,Subscriber
7.12,12,9,Monday,Subscriber
12.97,12,9,Monday,Subscriber
7.82,12,10,Monday,Subscriber
8.82,12,13,Monday,Subscriber
8.55,12,15,Monday,Subscriber
8.8,12,15,Monday,Subscriber
5.92,12,16,Monday,Subscriber
16.58,12,16,Monday,Subscriber
2.57,12,16,Monday,Subscriber
15.97,12,17,Monday,Subscriber
6.68,12,17,Monday,Subscriber
3.68,12,17,Monday,Subscriber
11.03,12,17,Monday,Subscriber
7.37,12,18,Monday,Subscriber
9.83,12,18,Monday,Subscriber
4.02,12,18,Monday,Subscriber
7.57,12,20,Monday,Subscriber
2.7,12,5,Tuesday,Subscriber
3.73,12,5,Tuesday,Subscriber
10.42,12,7,Tuesday,Subscriber
18.18,12,8,Tuesday,Subscriber
5.15,12,8,Tuesday,Subscriber
17.5,12,9,Tuesday,Subscriber
10.82,12,9,Tuesday,Subscriber
6.02,12,9,Tuesday,Subscriber
8.47,12,9,Tuesday,Subscriber
13.22,12,9,Tuesday,Subscriber
5.93,12,10,Tuesday,Subscriber
1.78,12,10,Tuesday,Subscriber
10.7,12,11,Tuesday,Subscriber
15.32,12,16,Tuesday,Subscriber
21.8,12,17,Tuesday,Subscriber
15.9,12,17,Tuesday,Subscriber
21.22,12,17,Tuesday,Customer
7.63,12,17,Tuesday,Subscriber
6.87,12,17,Tuesday,Subscriber
12.78,12,19,Tuesday,Subscriber
10.28,12,19,Tuesday,Subscriber
5.0,12,20,Tuesday,Subscriber
5.48,12,21,Tuesday,Subscriber
11.33,12,7,Wednesday,Subscriber
17.3,12,7,Wednesday,Subscriber
3.15,12,7,Wednesday,Subscriber
7.05,12,8,Wednesday,Subscriber
1.22,12,8,Wednesday,Subscriber
12.0,12,9,Wednesday,Subscriber
8.4,12,9,Wednesday,Customer
3.1,12,11,Wednesday,Subscriber
18.0,12,12,Wednesday,Subscriber
5.23,12,14,Wednesday,Subscriber
8.25,12,15,Wednesday,Subscriber
2.38,12,15,Wednesday,Subscriber
15.93,12,15,Wednesday,Customer
9.68,12,16,Wednesday,Customer
8.9,12,16,Wednesday,Subscriber
5.27,12,16,Wednesday,Subscriber
14.4,12,16,Wednesday,Customer
11.43,12,16,Wednesday,Subscriber
24.9,12,16,Wednesday,Subscriber
5.18,12,17,Wednesday,Subscriber
6.0,12,17,Wednesday,Subscriber
14.68,12,18,Wednesday,Subscriber
3.0,12,18,Wednesday,Subscriber
6.38,12,19,Wednesday,Subscriber
7.18,12,7,Thursday,Subscriber
7.92,12,8,Thursday,Subscriber
9.9,12,8,Thursday,Subscriber
7.65,12,9,Thursday,Subscriber
4.1,12,9,Thursday,Subscriber
3.83,12,9,Thursday,Subscriber
3.13,12,15,Thursday,Subscriber
4.7,12,16,Thursday,Subscriber
6.3,12,16,Thursday,Subscriber
8.68,12,17,Thursday,Subscriber
7.88,12,18,Thursday,Subscriber
6.73,12,18,Thursday,Subscriber
11.25,12,18,Thursday,Subscriber
10.42,12,18,Thursday,Subscriber
21.02,12,18,Thursday,Subscriber
9.92,12,19,Thursday,Subscriber
6.15,12,7,Friday,Subscriber
1.68,12,7,Friday,Subscriber
10.13,12,7,Friday,Subscriber
14.8,12,7,Friday,Subscriber
5.8,12,7,Friday,Subscriber
6.17,12,8,Friday,Subscriber
9.25,12,9,Friday,Subscriber
4.63,12,9,Friday,Subscriber
3.77,12,10,Friday,Subscriber
5.77,12,13,Friday,Subscriber
5.8,12,13,Friday,Subscriber
6.42,12,14,Friday,Subscriber
11.45,12,16,Friday,Subscriber
3.12,12,16,Friday,Subscriber
16.62,12,16,Friday,Subscriber
4.0,12,17,Friday,Subscriber
3.72,12,17,Friday,Subscriber
10.63,12,17,Friday,Subscriber
8.75,12,17,Friday,Subscriber
11.58,12,17,Friday,Subscriber
6.02,12,10,Saturday,Subscriber
8.58,12,10,Saturday,Subscriber
21.28,12,13,Saturday,Subscriber
10.15,12,16,Saturday,Subscriber
18.57,12,17,Saturday,Customer
5.35,12,18,Saturday,Subscriber
7.15,12,5,Monday,Subscriber
12.02,12,7,Monday,Subscriber
8.07,12,8,Monday,Subscriber
11.25,12,9,Monday,Subscriber
7.82,12,16,Monday,Subscriber
10.12,12,16,Monday,Subscriber
17.68,12,17,Monday,Subscriber
7.92,12,18,Monday,Subscriber
5.57,12,18,Monday,Subscriber
11.7,12,8,Tuesday,Subscriber
8.08,12,9,Tuesday,Subscriber
12.83,12,10,Tuesday,Subscriber
3.17,12,10,Tuesday,Subscriber
6.1,12,11,Tuesday,Subscriber
11.52,12,13,Tuesday,Subscriber
7.12,12,22,Tuesday,Subscriber
7.07,12,8,Wednesday,Subscriber
14.95,12,9,Wednesday,Subscriber
17.83,12,10,Wednesday,Subscriber
6.07,12,11,Wednesday,Subscriber
161.67,12,12,Wednesday,Customer
5.27,12,13,Wednesday,Subscriber
15.88,12,15,Wednesday,Customer
15.47,12,15,Wednesday,Customer
5.9,12,15,Wednesday,Subscriber
8.57,12,16,Wednesday,Subscriber
6.02,12,17,Wednesday,Subscriber
12.65,12,17,Wednesday,Subscriber
11.05,12,18,Wednesday,Subscriber
7.53,12,19,Wednesday,Subscriber
9.23,12,15,Thursday,Subscriber
238.25,12,14,Friday,Customer
9.55,12,9,Saturday,Subscriber
7.92,12,13,Saturday,Subscriber
287.28,12,13,Saturday,Customer
13.3,12,17,Saturday,Customer
8.43,12,12,Sunday,Subscriber
5.22,12,15,Sunday,Customer
5.58,12,8,Monday,Subscriber
5.87,12,8,Monday,Subscriber
2.82,12,8,Monday,Subscriber
11.33,12,12,Monday,Customer
7.77,12,12,Monday,Subscriber
2.6,12,14,Monday,Subscriber
10.02,12,15,Monday,Subscriber
5.42,12,17,Monday,Subscriber
5.67,12,17,Monday,Subscriber
2.83,12,18,Monday,Subscriber
6.7,12,19,Monday,Subscriber
19.87,12,7,Tuesday,Subscriber
12.68,12,8,Tuesday,Subscriber
7.9,12,8,Tuesday,Subscriber
12.73,12,12,Tuesday,Subscriber
5.67,12,12,Tuesday,Subscriber
4.7,12,12,Tuesday,Subscriber
235.87,12,14,Tuesday,Customer
2.35,12,14,Tuesday,Subscriber
6.25,12,16,Tuesday,Subscriber
8.63,12,17,Tuesday,Subscriber
7.85,12,10,Wednesday,Subscriber
11.08,12,11,Wednesday,Subscriber
6.02,12,17,Wednesday,Subscriber
16.12,12,17,Wednesday,Subscriber
6.68,12,17,Wednesday,Subscriber
7.33,12,19,Wednesday,Subscriber
5.7,12,3,Thursday,Subscriber
15.3,12,7,Thursday,Subscriber
8.72,12,13,Thursday,Subscriber
9.48,12,16,Thursday,Subscriber
5.98,12,16,Thursday,Customer
11.05,12,17,Thursday,Subscriber
3.15,12,18,Thursday,Subscriber
5.47,1,13,Friday,Subscriber
24.8,1,14,Friday,Customer
5.92,1,10,Saturday,Subscriber
3.82,1,12,Saturday,Subscriber
8.27,1,13,Saturday,Subscriber
8.1,1,21,Saturday,Subscriber
9.75,1,9,Sunday,Subscriber
12.7,1,10,Sunday,Subscriber
18.05,1,14,Sunday,Customer
9.9,1,7,Monday,Subscriber
6.32,1,8,Monday,Subscriber
7.05,1,8,Monday,Subscriber
9.18,1,8,Monday,Subscriber
8.48,1,9,Monday,Subscriber
5.83,1,9,Monday,Subscriber
16.3,1,9,Monday,Subscriber
12.3,1,12,Monday,Customer
2.92,1,12,Monday,Subscriber
4.45,1,16,Monday,Subscriber
6.98,1,16,Monday,Subscriber
12.37,1,17,Monday,Subscriber
15.32,1,17,Monday,Subscriber
9.67,1,17,Monday,Subscriber
6.6,1,18,Monday,Subscriber
35.43,1,19,Monday,Subscriber
5.35,1,20,Monday,Subscriber
7.83,1,7,Tuesday,Subscriber
13.85,1,8,Tuesday,Subscriber
7.87,1,8,Tuesday,Subscriber
8.25,1,10,Tuesday,Subscriber
10.97,1,16,Tuesday,Subscriber
3.22,1,16,Tuesday,Subscriber
15.22,1,16,Tuesday,Subscriber
8.02,1,16,Tuesday,Subscriber
9.92,1,17,Tuesday,Subscriber
3.95,1,17,Tuesday,Subscriber
8.38,1,18,Tuesday,Subscriber
9.68,1,18,Tuesday,Subscriber
5.42,1,21,Tuesday,Subscriber
7.1,1,7,Wednesday,Subscriber
9.6,1,9,Wednesday,Subscriber
7.63,1,9,Wednesday,Subscriber
3.68,1,10,Wednesday,Subscriber
9.82,1,12,Wednesday,Subscriber
8.02,1,17,Wednesday,Subscriber
11.15,1,17,Wednesday,Subscriber
7.43,1,17,Wednesday,Subscriber
3.8,1,17,Wednesday,Subscriber
11.32,1,18,Wednesday,Subscriber
4.27,1,18,Wednesday,Subscriber
2.12,1,18,Wednesday,Subscriber
3.53,1,7,Thursday,Subscriber
13.98,1,7,Thursday,Subscriber
14.1,1,8,Thursday,Subscriber
10.07,1,8,Thursday,Subscriber
9.6,1,8,Thursday,Subscriber
2.13,1,8,Thursday,Subscriber
13.35,1,8,Thursday,Subscriber
13.97,1,8,Thursday,Subscriber
3.4,1,9,Thursday,Subscriber
21.85,1,11,Thursday,Customer
3.03,1,11,Thursday,Subscriber
8.83,1,12,Thursday,Subscriber
9.93,1,13,Thursday,Subscriber
8.67,1,16,Thursday,Subscriber
7.83,1,17,Thursday,Subscriber
6.85,1,17,Thursday,Subscriber
9.63,1,17,Thursday,Subscriber
9.13,1,17,Thursday,Subscriber
4.02,1,6,Friday,Subscriber
11.28,1,7,Friday,Subscriber
9.15,1,7,Friday,Subscriber
4.07,1,8,Friday,Subscriber
12.55,1,8,Friday,Subscriber
6.42,1,8,Friday,Subscriber
9.32,1,8,Friday,Subscriber
3.9,1,8,Friday,Subscriber
8.9,1,8,Friday,Subscriber
7.88,1,9,Friday,Subscriber
7.0,1,9,Friday,Subscriber
8.65,1,9,Friday,Subscriber
9.35,1,13,Friday,Subscriber
8.53,1,14,Friday,Subscriber
3.9,1,15,Friday,Subscriber
10.43,1,16,Friday,Subscriber
11.57,1,16,Friday,Subscriber
8.3,1,17,Friday,Subscriber
7.55,1,17,Friday,Subscriber
5.25,1,18,Friday,Subscriber
7.73,1,18,Friday,Subscriber
4.88,1,19,Friday,Subscriber
5.6,1,8,Saturday,Subscriber
2.07,1,13,Saturday,Subscriber
9.33,1,15,Saturday,Customer
4.72,1,16,Saturday,Subscriber
145.93,1,11,Sunday,Customer
23.13,1,15,Sunday,Customer
12.95,1,15,Sunday,Subscriber
38.33,1,16,Sunday,Customer
3.28,1,7,Monday,Subscriber
11.67,1,7,Monday,Subscriber
12.48,1,7,Monday,Subscriber
13.58,1,8,Monday,Subscriber
8.3,1,8,Monday,Subscriber
15.22,1,9,Monday,Subscriber
10.63,1,9,Monday,Subscriber
3.68,1,12,Monday,Subscriber
2.82,1,14,Monday,Subscriber
15.7,1,14,Monday,Customer
4.73,1,17,Monday,Subscriber
7.15,1,17,Monday,Subscriber
12.55,1,17,Monday,Subscriber
4.92,1,18,Monday,Subscriber
13.8,1,18,Monday,Subscriber
3.67,1,19,Monday,Subscriber
3.42,1,21,Monday,Subscriber
5.4,1,6,Tuesday,Subscriber
4.5,1,7,Tuesday,Subscriber
14.57,1,8,Tuesday,Subscriber
5.73,1,9,Tuesday,Subscriber
5.08,1,9,Tuesday,Subscriber
5.6,1,13,Tuesday,Subscriber
6.97,1,13,Tuesday,Subscriber
5.57,1,13,Tuesday,Subscriber
8.72,1,13,Tuesday,Subscriber
7.7,1,16,Tuesday,Subscriber
7.97,1,16,Tuesday,Subscriber
9.6,1,17,Tuesday,Subscriber
11.4,1,17,Tuesday,Subscriber
7.18,1,17,Tuesday,Subscriber
8.65,1,18,Tuesday,Subscriber
